poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
10033;411673.5312;3;Tradicional aporticado;Apartamento;Puente Aranda;48;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10034;509947.5645;3;Tradicional aporticado;Apartamento;Puente Aranda;56;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10035;554499.0421;3;Tradicional aporticado;Apartamento;Puente Aranda;66;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10036;1252393.048;6;Tradicional aporticado;Apartamento;Chapinero;57;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Porcelanato;Sin definir;Madera;Madera
10037;553624.8975;5;Tradicional aporticado;Apartamento;Usaquen;53;1;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10038;728453.8125;5;Tradicional aporticado;Apartamento;Usaquen;73;2;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10039;725216.24;5;Tradicional aporticado;Apartamento;Usaquen;80;2;2;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10040;940514.8113;5;Tradicional aporticado;Apartamento;Usaquen;90;3;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10041;1002028.689;5;Tradicional aporticado;Apartamento;Usaquen;99;3;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10042;1066780.139;5;Tradicional aporticado;Apartamento;Usaquen;102;3;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10043;1124085.172;5;Tradicional aporticado;Apartamento;Usaquen;124;4;3;Sin definir;Sin definir;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Melaminico
10044;436052.4522;3;Tradicional aporticado;Apartamento;Engativá;66;2;2;Micropilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Madecor
10045;444301.7869;3;Tradicional aporticado;Apartamento;Engativá;71;2;2;Micropilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Madecor
10046;272584.1791;3;Tradicional aporticado;Apartamento;Engativá;43;1;1;Micropilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Metalica;Madecor
10047;557859.6423;3;Tradicional aporticado;Apartamento;Puente Aranda;69;3;2;Cimentaciones - Zapatas;Ladrillo de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Sin definir
10048;1139301.763;6;Tradicional aporticado;Apartamento;Chapinero;69;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Madera;Madecor
10049;511843.277;4;Tradicional aporticado;Apartamento;Barrios Unidos;45;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10050;489094.6869;4;Tradicional aporticado;Apartamento;Barrios Unidos;43;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10051;409474.6216;4;Tradicional aporticado;Apartamento;Barrios Unidos;36;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10052;523217.572;4;Tradicional aporticado;Apartamento;Barrios Unidos;46;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10053;500468.9819;4;Tradicional aporticado;Apartamento;Barrios Unidos;44;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10054;420848.9166;4;Tradicional aporticado;Apartamento;Barrios Unidos;37;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10055;443597.5067;4;Tradicional aporticado;Apartamento;Barrios Unidos;39;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10056;443597.5067;4;Tradicional aporticado;Apartamento;Barrios Unidos;39;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10057;481588.9094;5;Tradicional aporticado;Apartamento;Usaquen;35;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Integral;Ceramica;Granito;Metalica;Madera
10058;947857.9203;4;Tradicional aporticado;Apartamento;Barrios Unidos;73;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10059;443597.5067;4;Tradicional aporticado;Apartamento;Barrios Unidos;39;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10060;550387.325;5;Tradicional aporticado;Apartamento;Usaquen;40;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Integral;Ceramica;Granito;Metalica;Madera
10061;489094.6869;4;Tradicional aporticado;Apartamento;Barrios Unidos;43;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10062;489094.6869;4;Tradicional aporticado;Apartamento;Barrios Unidos;43;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10063;409474.6216;4;Tradicional aporticado;Apartamento;Barrios Unidos;36;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10064;309350.0524;3;Estructura metálica;Apartamento;Teusaquillo;26;1;1;Sin definir;Ladrillo de arcilla;Vidrio;Aluminio;Laminado madera;Integral;Ceramica;Sin definir;Sin definir;Sin definir
10065;477720.3918;4;Tradicional aporticado;Apartamento;Barrios Unidos;42;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10066;365845.6925;3;Tradicional aporticado;Apartamento;Rafael Uribe;49;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Ceramica;Semi integral;Ceramica;Sin definir;Metalica;Aglomerado
10067;966815.0787;4;Tradicional aporticado;Apartamento;Barrios Unidos;85;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10068;362608.12;3;Tradicional aporticado;Apartamento;Rafael Uribe;50;3;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Ceramica;Semi integral;Ceramica;Sin definir;Metalica;Aglomerado
10069;243060.7554;3;Tradicional aporticado;Apartamento;Rafael Uribe;39;2;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Ceramica;Semi integral;Ceramica;Sin definir;Metalica;Aglomerado
10070;221773.7163;3;Tradicional aporticado;Apartamento;Rafael Uribe;31;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Ceramica;Semi integral;Ceramica;Sin definir;Metalica;Aglomerado
10071;773452.063;4;Tradicional aporticado;Apartamento;Barrios Unidos;68;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10072;636960.5224;4;Tradicional aporticado;Apartamento;Barrios Unidos;56;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10073;947857.9203;4;Tradicional aporticado;Apartamento;Barrios Unidos;73;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10074;1045656.177;4;Tradicional aporticado;Apartamento;Barrios Unidos;81;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10075;1057809.439;4;Tradicional aporticado;Apartamento;Barrios Unidos;93;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10076;1031972.556;4;Tradicional aporticado;Apartamento;Barrios Unidos;82;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10077;602837.6373;4;Tradicional aporticado;Apartamento;Barrios Unidos;53;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10078;295731.6711;4;Tradicional aporticado;Apartamento;Barrios Unidos;26;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10079;648334.8175;4;Tradicional aporticado;Apartamento;Barrios Unidos;57;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10080;625586.2274;4;Tradicional aporticado;Apartamento;Barrios Unidos;55;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10081;295731.6711;4;Tradicional aporticado;Apartamento;Barrios Unidos;26;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10082;1082968.001;4;Tradicional aporticado;Apartamento;Usaquen;105;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Sólo mesón;Ceramica;Vidrio;Metalica;Madera
10083;511843.277;4;Tradicional aporticado;Apartamento;Barrios Unidos;45;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10084;841697.8332;4;Tradicional aporticado;Apartamento;Barrios Unidos;74;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10085;921317.8985;4;Tradicional aporticado;Apartamento;Barrios Unidos;81;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10086;932692.1936;4;Tradicional aporticado;Apartamento;Barrios Unidos;82;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10087;500468.9819;4;Tradicional aporticado;Apartamento;Barrios Unidos;44;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10088;286339.2608;3;Tradicional aporticado;Apartamento;Teusaquillo;30;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Pañete - estuco - pintura;Aluminio;Sin definir;Integral;Porcelanato;Vidrio;Madera;Melaminico
10089;1799442.796;5;Tradicional aporticado;Apartamento;Usaquen;138;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10090;750703.4729;4;Tradicional aporticado;Apartamento;Barrios Unidos;66;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10091;1329840.998;5;Tradicional aporticado;Apartamento;Usaquen;105;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10092;1026710.323;5;Tradicional aporticado;Apartamento;Usaquen;87;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10093;1077365.382;5;Tradicional aporticado;Apartamento;Usaquen;85;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10094;636960.5224;4;Tradicional aporticado;Apartamento;Barrios Unidos;56;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10095;978224.4369;5;Tradicional aporticado;Apartamento;Usaquen;81;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10096;913460.0367;5;Tradicional aporticado;Apartamento;Usaquen;75;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10097;220154.93;2;Tradicional aporticado;Apartamento;Suba;30;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Integral;Cemento afinado;Sin definir;Madera;Madera
10098;638999.6843;5;Tradicional aporticado;Apartamento;Usaquen;54;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10099;578683.7087;5;Tradicional aporticado;Apartamento;Usaquen;48;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;PVC/caucho;Sin definir;PVC/caucho;Sin definir;Metalica;Madera
10100;1251172.455;4;Tradicional aporticado;Apartamento;Barrios Unidos;110;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10101;318480.2612;4;Tradicional aporticado;Apartamento;Barrios Unidos;28;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10102;1428525.289;4;Tradicional aporticado;Apartamento;Barrios Unidos;108;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10103;235695.278;3;Tradicional aporticado;Apartamento;Usaquen;55;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Vidrio;Metalica;Sin definir
10104;625586.2274;4;Tradicional aporticado;Apartamento;Barrios Unidos;55;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10105;231486.4338;3;Tradicional aporticado;Apartamento;Usaquen;35;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Vidrio;Metalica;Sin definir
10106;323531.4822;4;Tradicional aporticado;Apartamento;Barrios Unidos;26;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10107;636960.5224;4;Tradicional aporticado;Apartamento;Barrios Unidos;56;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10108;1450791.333;4;Tradicional aporticado;Apartamento;Barrios Unidos;110;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10109;318480.2612;4;Tradicional aporticado;Apartamento;Barrios Unidos;28;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10110;1125801.085;5;Tradicional aporticado;Apartamento;Usaquen;117;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10111;1012312.259;4;Tradicional aporticado;Apartamento;Barrios Unidos;89;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10112;909042.369;5;Tradicional aporticado;Apartamento;Usaquen;95;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10113;910722.6691;5;Tradicional aporticado;Apartamento;Usaquen;96;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10114;461242.385;5;Tradicional aporticado;Apartamento;Usaquen;49;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10115;759721.9101;4;Tradicional aporticado;Apartamento;Barrios Unidos;53;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10116;448078.2896;4;Tradicional aporticado;Apartamento;Puente Aranda;37;1;1;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Granito;Madera;Madera
10117;522573.3397;5;Tradicional aporticado;Apartamento;Usaquen;55;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Vidrio;Seguridad;Madera
10118;493341.0904;4;Tradicional aporticado;Apartamento;Puente Aranda;44;1;1;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Granito;Madera;Madera
10119;717614.6146;4;Tradicional aporticado;Apartamento;Puente Aranda;64;2;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Granito;Madera;Madera
10120;878922.7988;4;Tradicional aporticado;Apartamento;Puente Aranda;76;3;2;Sin definir;Bloque de arcilla;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;Granito;Madera;Madera
10121;322911.0662;4;Tradicional aporticado;Apartamento;Barrios Unidos;26;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10122;636960.5224;4;Tradicional aporticado;Apartamento;Barrios Unidos;56;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10123;443597.5067;4;Tradicional aporticado;Apartamento;Barrios Unidos;39;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10124;1012312.259;4;Tradicional aporticado;Apartamento;Barrios Unidos;89;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10125;602837.6373;4;Tradicional aporticado;Apartamento;Barrios Unidos;53;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10126;448171.352;4;Tradicional aporticado;Apartamento;Barrios Unidos;35;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Sin definir;Sin definir;Sin definir;Sin definir
10127;226630.075;3;Industrializado - Forsa;Apartamento;Mártires;29;1;1;Cimentaciones - Pilotes;Concreto;Pañete - estuco - pintura;Aluminio;Ceramica;Sin definir;Cemento afinado;Vidrio;Metalica;Metalica
10128;272603.6045;3;Industrializado - Forsa;Apartamento;Mártires;37;1;1;Cimentaciones - Pilotes;Concreto;Pañete - estuco - pintura;Aluminio;Ceramica;Sin definir;Cemento afinado;Vidrio;Metalica;Metalica
10129;272279.8473;3;Industrializado - Forsa;Apartamento;Mártires;37;1;1;Cimentaciones - Pilotes;Concreto;Pañete - estuco - pintura;Aluminio;Ceramica;Sin definir;Cemento afinado;Vidrio;Metalica;Metalica
10130;470484.0357;5;Tradicional aporticado;Apartamento;Suba;40;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Porcelanato;Integral;Porcelanato;Sin definir;Madera;Madera
10131;779659.2592;5;Tradicional aporticado;Apartamento;Suba;70;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Porcelanato;Integral;Porcelanato;Sin definir;Madera;Madera
10132;1038425.479;5;Tradicional aporticado;Apartamento;Suba;90;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Porcelanato;Integral;Porcelanato;Sin definir;Madera;Madera
10133;213650.1612;3;Tradicional aporticado;Apartamento;Mártires;27;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10134;224320.067;3;Tradicional aporticado;Apartamento;Mártires;31;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10135;239274.7382;3;Tradicional aporticado;Apartamento;Mártires;32;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10136;254229.4093;3;Tradicional aporticado;Apartamento;Mártires;34;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10137;276661.416;3;Tradicional aporticado;Apartamento;Mártires;38;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10138;306570.7583;3;Tradicional aporticado;Apartamento;Mártires;41;1;1;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10139;336480.1005;3;Tradicional aporticado;Apartamento;Mártires;46;2;2;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10140;1134202.586;6;Tradicional aporticado;Apartamento;Usaquen;65;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10141;388821.4495;3;Tradicional aporticado;Apartamento;Mártires;52;2;2;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10142;471072.1407;3;Tradicional aporticado;Apartamento;Mártires;63;2;2;Sin definir;Dura panel;Ladrillo a la vista;Aluminio;Laminado madera;Integral;Ceramica;Concreto;Madera;Madecor
10143;1181250.99;6;Tradicional aporticado;Apartamento;Usaquen;67;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10144;1417333.158;6;Tradicional aporticado;Apartamento;Usaquen;75;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10145;1424064.44;6;Tradicional aporticado;Apartamento;Usaquen;76;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10146;1516470.865;6;Tradicional aporticado;Apartamento;Usaquen;79;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10147;1529073.116;6;Tradicional aporticado;Apartamento;Usaquen;97;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10148;1557638.218;6;Tradicional aporticado;Apartamento;Usaquen;99;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10149;413295.5551;6;Tradicional aporticado;Apartamento;Usaquen;36;1;1;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10150;1680300.128;6;Tradicional aporticado;Apartamento;Usaquen;107;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;PVC;Laminado madera;Sin definir;Sin definir;Sin definir;Madera;Sin definir
10151;1317692.008;6;Tradicional aporticado;Apartamento;Usaquen;110;1;1;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10152;599663.1785;6;Tradicional aporticado;Apartamento;Usaquen;54;1;1;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10153;906520.3;6;Tradicional aporticado;Apartamento;Usaquen;73;1;1;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
10154;509917.6688;6;Tradicional aporticado;Apartamento;Usaquen;40;1;1;Cimentaciones - Pilotes;Dry wall;Ladrillo a la vista;Aluminio;Sin definir;Integral;Sin definir;No aplica;Madera;Sin definir
